{'actual_primer': True, 'actual_word': True, 'primer': 'shove', 'question': 'push', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'ghoul', 'question': 'trip', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dawn', 'question': 'dusk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'buy', 'question': 'dusk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'heaven', 'question': 'hell', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'crater', 'question': 'hell', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'mow', 'question': 'lawn', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'lawsuit', 'question': 'lawn', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'steep', 'question': 'hill', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'birthday', 'question': 'hill', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'remove', 'question': 'take', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'atlas', 'question': 'take', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'component', 'question': 'part', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'oligarchy', 'question': 'part', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'choose', 'question': 'pick', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'faith', 'question': 'pick', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'tarzan', 'question': 'jane', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'motor', 'question': 'jane', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'mute', 'question': 'deaf', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'nerves', 'question': 'deaf', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'lips', 'question': 'kiss', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'motorcycle', 'question': 'kiss', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pop', 'question': 'soda', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'egg', 'question': 'soda', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'going', 'question': 'gone', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'federal', 'question': 'gone', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'torch', 'question': 'fire', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'pin', 'question': 'fire', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'book', 'question': 'read', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'dinosaur', 'question': 'read', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'shove', 'question': 'push', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cabinet', 'question': 'push', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'halt', 'question': 'stop', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'penny', 'question': 'stop', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'tardy', 'question': 'late', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mark', 'question': 'late', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'east', 'question': 'west', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'personality', 'question': 'west', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'husband', 'question': 'wife', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cents', 'question': 'wife', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'toad', 'question': 'frog', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'routine', 'question': 'frog', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'quack', 'question': 'duck', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'girlfriend', 'question': 'duck', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'teller', 'question': 'bank', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'adjective', 'question': 'bank', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'quiz', 'question': 'test', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'comet', 'question': 'test', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'remain', 'question': 'stay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'plate', 'question': 'stay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'west', 'question': 'east', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stewardess', 'question': 'east', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'low', 'question': 'high', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'nurse', 'question': 'high', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sketch', 'question': 'draw', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fever', 'question': 'draw', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'throne', 'question': 'king', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'sip', 'question': 'king', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'win', 'question': 'lose', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'shop', 'question': 'lose', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'there', 'question': 'here', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'shift', 'question': 'here', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'illness', 'question': 'sick', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'republican', 'question': 'sick', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'soil', 'question': 'dirt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'prime', 'question': 'dirt', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'rip', 'question': 'tear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'quack', 'question': 'tear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'false', 'question': 'true', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'duplicate', 'question': 'true', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'umbrella', 'question': 'rain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'yummy', 'question': 'rain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'noun', 'question': 'verb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'dumb', 'question': 'verb', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'adorable', 'question': 'cute', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'sling', 'question': 'cute', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'slay', 'question': 'kill', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'raw', 'question': 'kill', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'thick', 'question': 'thin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'emperor', 'question': 'thin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'wag', 'question': 'tail', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cardinal', 'question': 'tail', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'acre', 'question': 'land', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'haircut', 'question': 'land', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'touch', 'question': 'feel', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'commander', 'question': 'feel', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'noisy', 'question': 'loud', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'committee', 'question': 'loud', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'twinkle', 'question': 'star', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'charcoal', 'question': 'star', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'credit', 'question': 'card', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'pint', 'question': 'card', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'antlers', 'question': 'deer', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tradition', 'question': 'deer', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'glance', 'question': 'look', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'critical', 'question': 'look', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': ')'}
